category,rating,label,text
Books,4,OR,"When Phoebe Walsh moves to Florida for the summer to prepare her late father's house for sale, she also plans to finish her dissertation. She's turned her lifelong obsession with true crime into a research topic, analyzing the genre for her thesis. With murders, cons, and others crimes always on her mind, she can be forgiven for being less than trusting or thinking Sam, her next door neighbor who keeps strange hours and has a soundproof garage might just be a serial killer. Actually doing any writing may be a challenge as Phoebe stays busy wrangling her always positive but not always responsible little brother, Connor, reconnecting with her childhood best friend, dealing with her complicated feelings about her father with whom she hadn't spoken in years, and evaluating Sam's threat level. Returning to her hometown, though, gives Phoebe a new perspective on her future, her relationships, and the things that truly scare her. I found this book delightful and laughed out loud several times. Phoebe was very relatable to me with her preference for messy buns and leggings. Because I have a PhD, I also empathized with Phoebe's issues with her advisor and struggling to convey her thoughts on paper. As much as I liked Phoebe, I got so frustrated with her, but I appreciated her character arc. Sam, Connor, and Allison were all great characters, too! Though I love true crime, I don't love it as much as Phoebe! She does see the world through a suspecting lens and often discusses cases, many familiar to me. Readers should no that no murders are committed during the book. Alicia Thompson provides content warnings at the beginning of the book, and I'd encourage readers to preview those. I enjoyed this so much, I can even imagine rereading it soon. I'd definitely recommend to romance fans."
Kindle_Store,4,CG,"A letter reveals hidden secrets, leading to a suspenseful and emotional journey. The characters are relatable, and the plot is well-crafted."
Electronics,5,OR,"We really like this projector. It's easy to take with us and set up in different places - we've already used it to watch football games outside and used it for a movie night outside with friends. It does not have direct connection from your phone to the projector itself, but we plug our Roku in the HDMI slot and that worked great!"
Pet_Supplies,5,OR,"Seems comfortable for my dog, and definitely kept her from pulling. Have just received and only walked her once with it. Of course, she didn't like it, but so far I have not let her paw it off. We will see how she does with it. As for this ""no pull head collar"" it is soft material, seems like quality clasps, and works..."
Sports_and_Outdoors,5,OR,"These sweat bands are very absorbent. Unlike many items with elastic as a main component  ... the elastic in these sweat bands maintains it firmness so that the band does not become limp and fall off your head. And ... after washing and drying they maintain their firmness as well. A really good product that is made with superb material that lasts many uses, and washes. I know this because this is my second set to purchase. I didn't wear our the first set ... I lost them."
Tools_and_Home_Improvement,5,OR,Needed something more penetrating than WD40 to loosen and remove a very rusted fuel tank lock ring. This worked amazingly well and simplified a previously impossible task.
Movies_and_TV,2,CG,Moves at a snail's pace with very little happening. Characters are not engaging and the plot is downright boring.
Sports_and_Outdoors,2,OR,"Sturdy but thin because of resistance,  not too bad."
Toys_and_Games,4,CG,"Always a hit at parties. Easy to learn and play. The dry-erase boards work well, but the markers run out quickly."
Clothing_Shoes_and_Jewelry,4,OR,These wear well and are very comfortable. After many outings they proved to be durable as well.
Kindle_Store,5,OR,Wow I didn't see the end coming the way it did. Big surprise of who done it. I have trouble putting the book down and then really regret when its over.
Pet_Supplies,5,OR,works goods
Sports_and_Outdoors,5,OR,"We work as Landscapers. Hot, dirty, sweaty work. We have recently discovered these types of shirts/jackets, and they are so comfortable to work in. Truth be told, they said these shirts were made for Dad Bods. My hubby is not built like that, so we should have sized down. Instead, I got him the medium. It will be fine, he says, but it is difficult to have full range-of-motion in baggy clothes. He will use this for fishing, not working. It's a very nice, well-made shirt. The mesh is a great touch for air movement. So, if you carry weight in your torso, buy your normal size. If you are trim, size down."
Books,5,CG,Frankl's memoir and psychological analysis of his time in Nazi concentration camps is a profound and moving exploration of the human spirit. His insights into finding meaning in suffering are deeply inspiring and thought-provoking.
Home_and_Kitchen,4,CG,"Offers the flexibility of brewing a single cup or a full pot. The programmable features are convenient, and the performance is consistent. It's a bit bulky, but the versatility makes it a great choice for coffee lovers."
Kindle_Store,4,OR,This second chance romance was one that took a long time for these two to get it right! Josie and Maddox have been through a lot. He is grumpy and she is sunshine and she lifts the clouds for him. This angsty romance will have you begging for more. I really enjoyed the story and continue to like the series. Another great read in the series.
Kindle_Store,5,CG,"Interwoven timelines and strong female leads make this a compelling read. The suspense builds steadily, keeping you hooked until the last page."
Home_and_Kitchen,5,OR,I love these towels. They coordinate perfectly with my dragonflies and Monet shower curtain and switch plate cover. The guest bathroom is all ready for visitors.
Electronics,5,OR,This USB flash drive is compact and lightweight but holds 128 GB.  It's relatively inexpensive and convenient. It is easy to use on a daily basis or to have for short work trips.
